assets/cobblefurnies/blockstates/black_poke_wool.json	535	719785a7f748a4c28c7650c61f03a3a1ddb213559083b511433f30b9f87ba640
assets/cobblefurnies/blockstates/black_poke_wool_carpet.json	542	0091279ee9ddca36dd02c695c7fcc3d6bca1c552209c4afdf537379e1fb40e32
assets/cobblefurnies/blockstates/blue_poke_wool.json	530	14b64ed2bb094b95e27d4749a354a786a145609db33b13c48002b06fc1223c5c
assets/cobblefurnies/blockstates/blue_poke_wool_carpet.json	537	057654b2be74115aabd699989e820aaa8a1c01e883a97915bfb488511edbbbb9
assets/cobblefurnies/blockstates/brown_poke_wool.json	535	114511b6cd3eaabf8c6a90da16e5be1ffa2d75c0ad27845e787538e3ed6b5bff
assets/cobblefurnies/blockstates/brown_poke_wool_carpet.json	542	a41c0968110a28870fbf6116a62045e67b00357df07ebcc84da69d576c2e0d2f
assets/cobblefurnies/blockstates/cyan_poke_wool.json	530	ce964641c79b5b731df0a9c4d53baa1f3131db9983c9f3d3bb3b31463644d2d9
assets/cobblefurnies/blockstates/cyan_poke_wool_carpet.json	537	270ef73294d42f14dd0b2c5bed7b1dd0c1ea7695dceac6dd10af8041354e7a32
assets/cobblefurnies/blockstates/gray_poke_wool.json	530	5d03f1e4ff057e22c8cf5325e3ae09a658f72db78a506e92c7eb2f1533714ecf
assets/cobblefurnies/blockstates/gray_poke_wool_carpet.json	537	918f2f87e449a3d2de80f48fe3a87455227bdab4c9a99b309e30832268f7134c
assets/cobblefurnies/blockstates/green_poke_wool.json	535	3cdb926bdd9c95408d7947a5f9fb6e2953280eeaf34ade3b3743fec9ca48f305
assets/cobblefurnies/blockstates/green_poke_wool_carpet.json	542	d73c6939027eacc83c7f425ab1ec271c12d52cabe3a42063c19f24c64347106d
assets/cobblefurnies/blockstates/light_blue_poke_wool.json	560	38a88b5f70503e15fe3a3dc5f9b0ad09cdcca6890851947d855c99058d9714f4
